id,nama,kabupaten,rating,total_review,kategori,highlights,price_range,best_time,link,lat,lng,tiktok_link_1,tiktok_link_2,tiktok_link_3
200,BETEN POH FOOD & COFFEE,Jembrana,4.1,235,Budget Friendly,"['harga', 'harga', 'ayam kampung', 'pelayanan', 'cafe', 'enak']",Rp 15–50k,Lunch atau dinner,"https://www.google.com/maps/place/BETEN+POH+FOOD+%26+COFFEE/@-8.3531353,114.477818,12z/data=!4m10!1m2!2m1!1sKuliner+Jembrana+Negara!3m6!1s0x2dd1620511919c6b:0x86e80f312e067cc7!8m2!3d-8.3579094!4d114.6290628!15sChdLdWxpbmVyIEplbWJyYW5hIE5lZ2FyYVoZIhdrdWxpbmVyIGplbWJyYW5hIG5lZ2FyYZIBCnJlc3RhdXJhbnSaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMnRhVEZaWFRrbFNSVVpDWVcxME1rMVZiRzlXTUdSUFlVVmFlVlF4UlJBQuABAPoBBAgAEDA!16s%2Fg%2F11g8v4m1ll?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",-8.3579094,114.6290628,https://www.tiktok.com/@pnb_jembrana/video/7555675420436237575,https://www.tiktok.com/@udinkuliner/video/7571214690743864594,https://www.tiktok.com/@baliwonderfood/video/7563203242696510741
201,Warung senja batas kota,Jembrana,4.1,92,Sunset & View | Budget Friendly,"['harga', 'sawah', 'harga', 'pesan', 'pelayanan', 'negara']",Rp 15–50k,Sunset jam 5–7pm,"https://www.google.com/maps/place/Warung+senja+batas+kota/@-8.3531353,114.477818,12z/data=!4m10!1m2!2m1!1sKuliner+Jembrana+Negara!3m6!1s0x2dd3d9c873670301:0x3c0b20d543b7e158!8m2!3d-8.3662226!4d114.6649417!15sChdLdWxpbmVyIEplbWJyYW5hIE5lZ2FyYVoZIhdrdWxpbmVyIGplbWJyYW5hIG5lZ2FyYZIBBWRpbmVymgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJ4R1IyUnVSWHBaYldoQ1ZVaHNjVk5HWkhCamFtUTBVVlV4Y0U5V1JSQULgAQD6AQQIABA5!16s%2Fg%2F11t9crs1kr?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",-8.3662226,114.6649417,https://www.tiktok.com/@visit.westbali/video/7529008050011720965,https://www.tiktok.com/@warung.senja.bata/video/7482322239631674631,https://www.tiktok.com/@warung.senja.bata/video/7463768365543312648
202,Depot Natalia,Jembrana,4.1,114,Family Friendly | Budget Friendly,"['harga', 'harga', 'lidah', 'luas', 'pelayanan', 'gurame']",Rp 15–50k,Lunch jam 11am–2pm,"https://www.google.com/maps/place/Depot+Natalia/@-8.3531353,114.477818,12z/data=!4m10!1m2!2m1!1sKuliner+Jembrana+Negara!3m6!1s0x2dd1618fd69b2779:0x17ef4ee574323461!8m2!3d-8.3543118!4d114.6076674!15sChdLdWxpbmVyIEplbWJyYW5hIE5lZ2FyYVoZIhdrdWxpbmVyIGplbWJyYW5hIG5lZ2FyYZIBEmNoaW5lc2VfcmVzdGF1cmFudJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSMmJVdHhXR1ZCRUFF4AEA-gEECAAQOw!16s%2Fg%2F11rcm42p94?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",-8.3543118,114.6076674,,,
203,Depot Hong,Jembrana,4.1,218,Budget Friendly,"['harga', 'harga', 'bakmi', 'nasi goreng', 'halal', 'capcay']",Rp 15–50k,Lunch atau dinner,"https://www.google.com/maps/place/Depot+Hong/@-8.3531353,114.477818,12z/data=!4m11!1m3!2m2!1sKuliner+Jembrana+Negara!6e5!3m6!1s0x2dd163369d1fd77d:0x591c3a954ea30871!8m2!3d-8.351753!4d114.622088!15sChdLdWxpbmVyIEplbWJyYW5hIE5lZ2FyYVoZIhdrdWxpbmVyIGplbWJyYW5hIG5lZ2FyYZIBEmNoaW5lc2VfcmVzdGF1cmFudJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VRdGNtOVhSRVpuRUFF4AEA-gEECAAQHw!16s%2Fg%2F11g1lwr19x?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",-8.351753,114.622088,https://www.tiktok.com/@septa.libra/video/7608458252497554695,,
204,Lesehan Taman Ujung Perancak,Jembrana,4.1,170,Sunset & View | Budget Friendly,"['harga', 'ikan bakar', 'harga', 'pantai', 'sambal', 'sunset']",Rp 15–50k,Sunset jam 5–7pm,"https://www.google.com/maps/place/Lesehan+Taman+Ujung+Perancak/@-8.3531353,114.477818,12z/data=!4m11!1m3!2m2!1sKuliner+Jembrana+Negara!6e5!3m6!1s0x2dd3d8d300000007:0x65b52f136a0532fa!8m2!3d-8.4022368!4d114.6053886!15sChdLdWxpbmVyIEplbWJyYW5hIE5lZ2FyYVoZIhdrdWxpbmVyIGplbWJyYW5hIG5lZ2FyYZIBEnNlYWZvb2RfcmVzdGF1cmFudJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOd2NqUkVXbFpCRUFF4AEA-gEECAAQQQ!16s%2Fg%2F11f4l96snv?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",-8.4022368,114.6053886,https://www.tiktok.com/@dejawe01/video/7313449874073177350,https://www.tiktok.com/@pangilputaja3/video/7581329645748915474,
205,Warung Jepun Tembles,Jembrana,4.1,353,Budget Friendly,"['harga', 'nasi campur', 'perjalanan', 'brengkes', 'ikan goreng', 'sate lilit']",Rp 15–50k,Lunch atau dinner,"https://www.google.com/maps/place/Warung+Jepun+Tembles/@-8.3531353,114.477818,12z/data=!4m11!1m3!2m2!1sKuliner+Jembrana+Negara!6e5!3m6!1s0x2dd3d7d798dd7a9b:0x5a986f6fe3d5ba59!8m2!3d-8.3885953!4d114.720972!15sChdLdWxpbmVyIEplbWJyYW5hIE5lZ2FyYVoZIhdrdWxpbmVyIGplbWJyYW5hIG5lZ2FyYZIBFWluZG9uZXNpYW5fcmVzdGF1cmFudJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOdWFDMVBSVkJCRUFF4AEA-gEECD4QRA!16s%2Fg%2F11k458xylr?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",-8.3885953,114.720972,https://www.tiktok.com/@ardika.belajar/video/7551358865489612039,https://www.tiktok.com/@i.gede.eka.dita.p/video/7462575499521297672,https://www.tiktok.com/@tawok77/video/7470339232071044407
206,Lesehan Biru Laut,Jembrana,4.1,140,Sunset & View | Budget Friendly,"['harga', 'harga', 'pantai', 'ikan bakar', 'sambel', 'udang']",Rp 15–50k,Sunset jam 5–7pm,"https://www.google.com/maps/place/Lesehan+Biru+Laut/@-8.3531353,114.477818,12z/data=!4m11!1m3!2m2!1sKuliner+Jembrana+Negara!6e5!3m6!1s0x2dd1606f13a3255f:0x5f8d149598d6becc!8m2!3d-8.3433202!4d114.5400374!15sChdLdWxpbmVyIEplbWJyYW5hIE5lZ2FyYVoZIhdrdWxpbmVyIGplbWJyYW5hIG5lZ2FyYZIBEnNlYWZvb2RfcmVzdGF1cmFudJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOUE9GOVRaMmhSUlJBQuABAPoBBAgAEEA!16s%2Fg%2F1hm2nk1bx?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",-8.3433202,114.5400374,https://www.tiktok.com/@dekpong_123/video/7271241332767739141,https://www.tiktok.com/@tokocatsinarwarna/video/7603969882434112786,https://www.tiktok.com/@petualanganhari/video/7559779561974582584
207,Oemah Adem Fadhillah,Jembrana,4.1,19,Budget Friendly,['harga'],Rp 15–50k,Lunch atau dinner,"https://www.google.com/maps/place/Oemah+Adem+Fadhillah/@-8.3531353,114.477818,12z/data=!4m11!1m3!2m2!1sKuliner+Jembrana+Negara!6e5!3m6!1s0x2dd163286a045dbb:0x697ac4d0bd6119c7!8m2!3d-8.3521401!4d114.6226606!15sChdLdWxpbmVyIEplbWJyYW5hIE5lZ2FyYVoZIhdrdWxpbmVyIGplbWJyYW5hIG5lZ2FyYZIBCnJlc3RhdXJhbnTgAQA!16s%2Fg%2F11hzpmpxvc?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",-8.3521401,114.6226606,https://www.tiktok.com/@oemahadem_kudaile/video/7515986950809980166,,
208,Warung Krisna,Jembrana,4.1,146,Budget Friendly,"['harga', 'iga', 'harga', 'babi']",Rp 15–50k,Lunch atau dinner,"https://www.google.com/maps/place/Warung+Krisna/@-8.3531353,114.477818,12z/data=!4m11!1m3!2m2!1sKuliner+Jembrana+Negara!6e5!3m6!1s0x2dd1620c4192bdb3:0x1672a8777fae5da!8m2!3d-8.3596487!4d114.6397157!15sChdLdWxpbmVyIEplbWJyYW5hIE5lZ2FyYVoZIhdrdWxpbmVyIGplbWJyYW5hIG5lZ2FyYZIBE2JhbGluZXNlX3Jlc3RhdXJhbnSaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTlBhazl1UWw5QlJSQULgAQD6AQQIABAx!16s%2Fg%2F1hm5_6426?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",-8.3596487,114.6397157,https://www.tiktok.com/@krisnaoleholehbali/video/7594453091282455829,https://www.tiktok.com/@budhakadek/video/7602500575951064338,
209,Depot Indah,Jembrana,4.1,21,Budget Friendly,"['harga', 'negara']",Rp 15–50k,Lunch atau dinner,"https://www.google.com/maps/place/Depot+Indah/@-8.3531353,114.477818,12z/data=!4m11!1m3!2m2!1sKuliner+Jembrana+Negara!6e5!3m6!1s0x2dd16382b61e9a49:0xffcd97f0b6fcd98f!8m2!3d-8.3469071!4d114.6176284!15sChdLdWxpbmVyIEplbWJyYW5hIE5lZ2FyYVoZIhdrdWxpbmVyIGplbWJyYW5hIG5lZ2FyYZIBBWRpbmVymgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU53WjB4NWN6Rm5SUkFC4AEA-gEECAAQKw!16s%2Fg%2F11fv6x8gk1?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",-8.3469071,114.6176284,https://www.tiktok.com/@indahmegapratiwi_/video/7508161645345049912,https://www.tiktok.com/@kulinernegaroa/video/7482630281455766839,https://www.tiktok.com/@jack234_0/video/7368534413551963398
210,Nook,Badung,4.6,13701,Sunset & View | Budget Friendly,"['harga', 'sawah', 'pemandangan', 'nasi campur', 'indonesian food', 'smoothie bowl']",Rp 15–50k,Sunset jam 5–7pm,"https://www.google.com/maps/place/Nook/@-8.6697775,115.1421173,15z/data=!4m12!1m2!2m1!1sRestoran+hits+di+Seminyak+Bali!3m8!1s0x2dd2476bdb660425:0x21d7604033fd4d8b!8m2!3d-8.6697775!4d115.1611717!9m1!1b1!15sCh5SZXN0b3JhbiBoaXRzIGRpIFNlbWlueWFrIEJhbGlaICIecmVzdG9yYW4gaGl0cyBkaSBzZW1pbnlhayBiYWxpkgESd2VzdGVybl9yZXN0YXVyYW50mgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDIweFZtTlZUVFZXTVZvMVpEQnNSMkZyUm5SWmJrNHdVa2hDVTFSdVl4QULgAQD6AQQIABA-!16s%2Fg%2F12hnmr_yz?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",-8.6697775,115.1611717,https://www.tiktok.com/@sekenhands/video/7502854875093437751,https://www.tiktok.com/@somedayinjakartaa/video/7610707764830047509,https://www.tiktok.com/@meimeismail/video/7520984435861294342
211,Il Ristorante - Niko Romito,Badung,4.0,21,Sunset & View | Budget Friendly,"['harga', 'chef', 'culinary', 'italia', 'salam', 'nama']",Rp 15–50k,Sunset jam 5–7pm,"https://www.google.com/maps/place/Il+Ristorante+-+Niko+Romito/@-8.842476,115.1026926,15z/data=!4m11!1m2!2m1!1sRestoran+hits+di+Seminyak+Bali!3m7!1s0x2dd25b3e171ad6c5:0x743c5bb51caef689!8m2!3d-8.8424765!4d115.1217466!9m1!1b1!16s%2Fg%2F11ycn9njm9?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",-8.8424765,115.1217466,https://www.tiktok.com/@ericekos/video/7516392467869093126,https://www.tiktok.com/@itnbhospitality/video/7532860379517472006,https://www.tiktok.com/@poespa05/video/7570007004329168148
212,Spice Mantraa Seminyak,Badung,4.0,3403,Vibrant Nightlife | Budget Friendly,"['harga', 'lolicon', 'dal makhani', 'super mario', 'cocktail', 'yogi']",Rp 15–50k,Malam jam 7pm+,"https://www.google.com/maps/place/Spice+Mantraa+Seminyak/@-8.677088,115.1353806,15z/data=!4m11!1m2!2m1!1sRestoran+hits+di+Seminyak+Bali!3m7!1s0x2dd24752337ce41b:0xf6bcb26ca2723e23!8m2!3d-8.6770876!4d115.1544355!9m1!1b1!16s%2Fg%2F11h01wplv5?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",-8.6770876,115.1544355,,,
213,Seasalt,Badung,4.0,1923,Sunset & View | Romantic & Cozy | Budget Friendly,"['harga', 'sunset', 'pantai', 'brunch', 'sea salt', 'romantis']",Rp 15–50k,Sunset jam 5–7pm,"https://www.google.com/maps/place/Seasalt/@-8.6921415,115.1425133,15z/data=!4m12!1m2!2m1!1sRestoran+hits+di+Seminyak+Bali!3m8!1s0x2dd2470e62009ccd:0xbb6b10f444520c5f!8m2!3d-8.6805872!4d115.1503893!9m1!1b1!15sCh5SZXN0b3JhbiBoaXRzIGRpIFNlbWlueWFrIEJhbGlaICIecmVzdG9yYW4gaGl0cyBkaSBzZW1pbnlhayBiYWxpkgESc2VhZm9vZF9yZXN0YXVyYW50mgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJwS01rMVVVWGRYYkZaWllrWmFTVTlFVm5kWldFNVFUVlZLVW1GWVl4QULgAQD6AQQIORA5!16s%2Fg%2F11dyqsrlkm?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",-8.6805872,115.1503893,https://www.tiktok.com/@stellalee92/video/7566218560029134098,https://www.tiktok.com/@balifoodandtravels/video/7389472606426123525,
214,"Waroeng Bernadette, Seminyak",Badung,4.5,3625,Vibrant Nightlife,"['dessert', 'yoga', 'rendang daging sapi', 'dadar gulung', 'cocktail', 'happy hour']",Rp 80–200k,Malam jam 7pm+,"https://www.google.com/maps/place/Waroeng+Bernadette,+Seminyak/@-8.6921415,115.1425133,15z/data=!4m13!1m3!2m2!1sRestoran+hits+di+Seminyak+Bali!6e5!3m8!1s0x2dd247a428aae557:0xa8431279b55f6d12!8m2!3d-8.6862266!4d115.1565178!9m1!1b1!15sCh5SZXN0b3JhbiBoaXRzIGRpIFNlbWlueWFrIEJhbGlaICIecmVzdG9yYW4gaGl0cyBkaSBzZW1pbnlhayBiYWxpkgEVaW5kb25lc2lhbl9yZXN0YXVyYW50mgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJwTk5XSldXblJrTW5nd1dsUkZlbFJwTVhKTk1tUkxXVlUxTUdSR1JSQULgAQD6AQQIIBBI!16s%2Fg%2F11hz1qzxx5?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",-8.6862266,115.1565178,,,
215,NEON PALMS,Badung,4.5,798,Budget Friendly,"['harga', 'taco', 'koktail', 'lantai', 'promo', 'dumpling']",Rp 15–120k,Lunch atau dinner,"https://www.google.com/maps/place/NEON+PALMS/@-8.674806,115.1376708,15z/data=!4m13!1m3!2m2!1sRestoran+hits+di+Seminyak+Bali!6e5!3m8!1s0x2dd24710281da903:0xf2b76f01feadbb26!8m2!3d-8.6824866!4d115.1532865!9m1!1b1!15sCh5SZXN0b3JhbiBoaXRzIGRpIFNlbWlueWFrIEJhbGlaICIecmVzdG9yYW4gaGl0cyBkaSBzZW1pbnlhayBiYWxpkgEKcmVzdGF1cmFudJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOS2NWbHlkVnBCRUFF4AEA-gEECAAQMg!16s%2Fg%2F11f3wcp11y?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",-8.6824866,115.1532865,,,
216,Muse Cafe & Art | Ubud,Gianyar,4.8,1082,Work from Cafe,"['india', 'thali', 'laptop', 'dosa ayam', 'kakao', 'nangka']",Rp 80–200k,Pagi–sore jam 9am–5pm,"https://www.google.com/maps/place/Muse+Cafe+%26+Art+%7C+Ubud/@-8.4977956,115.2340452,15z/data=!4m13!1m3!2m2!1sCafe+terbaik+di+Ubud+Bali!6e5!3m8!1s0x2dd23d90f496bcc9:0xe18173a9b73f5826!8m2!3d-8.4941182!4d115.2664708!9m1!1b1!15sChlDYWZlIHRlcmJhaWsgZGkgVWJ1ZCBCYWxpIgOoAQFaGyIZY2FmZSB0ZXJiYWlrIGRpIHVidWQgYmFsaZIBCnJlc3RhdXJhbnSaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMnhLYWxwcVVtcFdWR3hyWkRCTmVGbFhWbXBOTUU1d1RsUlNjMk5GUlJBQuABAPoBBAh7EEM!16s%2Fg%2F11f6l_mfqt?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",-8.4941182,115.2664708,,,
217,Fancy Cup Cafe Ubud,Gianyar,4.8,241,General Chill,"['service', 'spa', 'pijat', 'lunch', 'pad thai', 'vegan']",Rp 50–150k,Lunch atau dinner,"https://www.google.com/maps/place/Fancy+Cup+Cafe+Ubud/@-8.4977956,115.2340452,15z/data=!4m13!1m3!2m2!1sCafe+terbaik+di+Ubud+Bali!6e5!3m8!1s0x2dd23d8a277aaa39:0xb5db733194cee32a!8m2!3d-8.4914368!4d115.2530324!9m1!1b1!15sChlDYWZlIHRlcmJhaWsgZGkgVWJ1ZCBCYWxpIgOoAQFaGyIZY2FmZSB0ZXJiYWlrIGRpIHVidWQgYmFsaZIBBGNhZmWaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUldYMlZEVlROblJSQULgAQD6AQQIABAm!16s%2Fg%2F11nxg0tq53?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",-8.4914368,115.2530324,,,
218,Tropical View Ubud,Gianyar,4.8,1218,Sunset & View | Vibrant Nightlife,"['sawah', 'mandala suci wenara wana', 'cocktail', 'happy hour', 'pork ribs', 'nasi goreng']",Rp 150–400k,Sunset jam 5–7pm,"https://www.google.com/maps/place/Tropical+View+Ubud/@-8.5127,115.2452011,15z/data=!4m13!1m3!2m2!1sCafe+terbaik+di+Ubud+Bali!6e5!3m8!1s0x2dd23daa9233359f:0x1179d0f4fedf9b8e!8m2!3d-8.5183185!4d115.2615782!9m1!1b1!15sChlDYWZlIHRlcmJhaWsgZGkgVWJ1ZCBCYWxpIgOoAQFaGyIZY2FmZSB0ZXJiYWlrIGRpIHVidWQgYmFsaZIBCnJlc3RhdXJhbnSaASNDaFpEU1VoTk1HOW5TMFZKUTBGblRVUnZOWE5pTkZOUkVBReABAPoBBAgAEC4!16s%2Fg%2F11h650bm46?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",-8.5183185,115.2615782,https://www.tiktok.com/@decoffeeaddict/video/7629861176792386834,,
219,"Pison, Ubud",Gianyar,4.8,6374,Sunset & View,"['sawah', 'valet', 'kentang goreng truffle', 'tinta cumi', 'cold brew', 'nasi goreng perut babi']",Rp 150–400k,Sunset jam 5–7pm,"https://www.google.com/maps/place/Pison,+Ubud/@-8.5127,115.2452011,15z/data=!4m13!1m3!2m2!1sCafe+terbaik+di+Ubud+Bali!6e5!3m8!1s0x2dd23d7a21850c65:0x85cf8a5235a336aa!8m2!3d-8.5182581!4d115.2636643!9m1!1b1!15sChlDYWZlIHRlcmJhaWsgZGkgVWJ1ZCBCYWxpIgOoAQFaGyIZY2FmZSB0ZXJiYWlrIGRpIHVidWQgYmFsaZIBCnJlc3RhdXJhbnSaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTXlMVkJEUkY5blJSQULgAQD6AQQIABA-!16s%2Fg%2F11hdqwr36k?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",-8.5182581,115.2636643,,,
220,Old Friends Coffee --Bali Coffee Farmer & Roaster,Gianyar,4.8,403,Vibrant Nightlife,"['cappucino', 'roti pisang', 'anjing', 'santan', 'musik', 'masala chai']",Rp 50–150k,Malam jam 7pm+,"https://www.google.com/maps/place/Old+Friends+Coffee+--Bali+Coffee+Farmer+%26+Roaster/@-8.5127,115.2452011,15z/data=!4m13!1m3!2m2!1sCafe+terbaik+di+Ubud+Bali!6e5!3m8!1s0x2dd23d0b98c1aeb9:0xa8e59522e0341b97!8m2!3d-8.5220418!4d115.2566338!9m1!1b1!15sChlDYWZlIHRlcmJhaWsgZGkgVWJ1ZCBCYWxpIgOoAQFaGyIZY2FmZSB0ZXJiYWlrIGRpIHVidWQgYmFsaZIBD2NvZmZlZV9yb2FzdGVyc5oBJENoZERTVWhOTUc5blMwVk1URll3TkV0VE0yUkxNRGhuUlJBQuABAPoBBQiUARBD!16s%2Fg%2F11c1s2n4gk?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",-8.5220418,115.2566338,https://www.tiktok.com/@karolina.genova/video/7611455858102357268,https://www.tiktok.com/@darilensadessy/video/7605602259875056917,https://www.tiktok.com/@eshasw/video/7154604125857058075
221,FLOCK Cafe,Gianyar,4.8,822,General Chill,"['kombucha', 'burger', 'choux', 'donat', 'roti panggang alpukat', 'charsiu']",Rp 80–200k,Lunch atau dinner,"https://www.google.com/maps/place/FLOCK+Cafe/@-8.5127,115.2452011,15z/data=!4m13!1m3!2m2!1sCafe+terbaik+di+Ubud+Bali!6e5!3m8!1s0x2dd23ddbe966f017:0x3d48b1d3c854f68b!8m2!3d-8.516444!4d115.2655511!9m1!1b1!15sChlDYWZlIHRlcmJhaWsgZGkgVWJ1ZCBCYWxpIgOoAQFaGyIZY2FmZSB0ZXJiYWlrIGRpIHVidWQgYmFsaZIBBGNhZmWaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTXlNMTl5V1c5QlJSQULgAQD6AQQIABA3!16s%2Fg%2F11fq8q2np8?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",-8.516444,115.2655511,https://www.tiktok.com/@nantida_neung/video/7597156807806586143,,
222,Warung Wardani,Denpasar,4.4,1461,Budget Friendly,"['harga', 'nasi campur', 'sate lilit', 'bandara', 'mobil', 'legenda']",Rp 15–80k,Lunch atau dinner,"https://www.google.com/maps/place/Warung+Wardani/@-8.6758084,115.1691732,14z/data=!4m13!1m3!2m2!1sKuliner+autentik+Denpasar!6e5!3m8!1s0x2dd2409e358fde2f:0xea7f870663495047!8m2!3d-8.6510946!4d115.2158839!9m1!1b1!15sChlLdWxpbmVyIGF1dGVudGlrIERlbnBhc2FyWhsiGWt1bGluZXIgYXV0ZW50aWsgZGVucGFzYXKSARNiYWxpbmVzZV9yZXN0YXVyYW50mgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDIxc1UyTlhlSGROUnpBMVltMW9VazFxUW10WGJscFFWMWhaZUdOc1JSQULgAQD6AQUIuAIQNg!16s%2Fg%2F1tkhff8w?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",-8.6510946,115.2158839,https://www.tiktok.com/@168project/video/7557980573474606354,https://www.tiktok.com/@indonesianfoodsociety/video/7533850942005906706,https://www.tiktok.com/@nomnombali/video/7522362657429589266
223,Goemerot Restaurant - Renon,Denpasar,4.4,4322,Sunset & View | Family Friendly | Budget Friendly,"['harga', 'playground', 'service', 'steak', 'makan malam', 'gelato']",Rp 50–70k,Sunset jam 5–7pm,"https://www.google.com/maps/place/Goemerot+Restaurant+-+Renon/@-8.6754064,115.1898793,14z/data=!4m13!1m3!2m2!1sKuliner+autentik+Denpasar!6e5!3m8!1s0x2dd240f1722c9771:0x3e062e7d0ac9d0bb!8m2!3d-8.6754064!4d115.2279881!9m1!1b1!15sChlLdWxpbmVyIGF1dGVudGlrIERlbnBhc2FyWhsiGWt1bGluZXIgYXV0ZW50aWsgZGVucGFzYXKSARVpbmRvbmVzaWFuX3Jlc3RhdXJhbnSaASNDaFpEU1VoTk1HOW5TMFZKUTBGblRVTkJPRGRMTkdWbkVBReABAPoBBAgAEDo!16s%2Fg%2F11c0qlfddk?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",-8.6754064,115.2279881,https://www.tiktok.com/@adisagustin/video/7594420294874303765,https://www.tiktok.com/@goemerot/video/7454798715384188166,https://www.tiktok.com/@goemerot/video/7411367879200771333
224,The Joglo Beratan,Tabanan,4.3,356,Sunset & View,"['danau', 'kamar', 'pemandangan', 'dingin', 'cafe', 'camping']",Rp 50–150k,Sunset jam 5–7pm,"https://www.google.com/maps/place/The+Joglo+Beratan/@-8.2718381,114.8582534,11z/data=!4m16!1m3!2m2!1sTempat+makan+Bedugul!6e5!3m11!1s0x2dd1891423216f61:0xc2e573b52dec8cfc!5m2!4m1!1i2!8m2!3d-8.2628342!4d115.1679604!9m1!1b1!15sChRUZW1wYXQgbWFrYW4gQmVkdWd1bFoWIhR0ZW1wYXQgbWFrYW4gYmVkdWd1bJIBCnJlc3RhdXJhbnSaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTkNjMDl1TW5OblJSQULgAQD6AQQIABBJ!16s%2Fg%2F11lf_2_pm1?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",-8.2628342,115.1679604,https://www.tiktok.com/@the_jogloberatan/video/7530201757033499912,https://www.tiktok.com/@shwangkycat/video/7548700969572355384,https://www.tiktok.com/@the_jogloberatan/video/7540219117228313864
225,Rumah Makan Anda,Tabanan,4.3,147,Family Friendly | Budget Friendly,"['harga', 'chinese food', 'udang', 'luas', 'nasi goreng', 'lalat']",Rp 15–50k,Lunch jam 11am–2pm,"https://www.google.com/maps/place/Rumah+Makan+Anda/@-8.2718381,114.8582534,11z/data=!4m13!1m3!2m2!1sTempat+makan+Bedugul!6e5!3m8!1s0x2dd18914bcd7f90f:0xec704127dbfd1be1!8m2!3d-8.2745828!4d115.1637809!9m1!1b1!15sChRUZW1wYXQgbWFrYW4gQmVkdWd1bFoWIhR0ZW1wYXQgbWFrYW4gYmVkdWd1bJIBCnJlc3RhdXJhbnSaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUkNkMloxWVROM1JSQULgAQD6AQQIABAx!16s%2Fg%2F11cjj97m29?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",-8.2745828,115.1637809,https://www.tiktok.com/@bangtanforlyfe/video/7464465180605369606,https://www.tiktok.com/@lia72255/video/7632303872035261703,https://www.tiktok.com/@zeze.aline/video/7586183044294315285
